land_area_ha,families_affected,current_stage_index,days_in_current_stage,days_since_last_action,days_since_update,award_overdue,pending_approvals,pending_notifications,noc_pending_count,budget_released,has_legal_dispute,num_legal_cases,ownership_conflicts,compensation_pct,compensation_pending_months,rr_completion_pct,documentation_pct,stakeholder_response_pct,possession_pct,land_cost_cr,amount_paid_cr,project_value_cr,district_historical_delay_rate,prev_delayed_district,officer_responsiveness,funding_readiness,notice_delivery_pct,mutation_completion_pct,is_delayed,project_type_code,state_code
217.5,780,3,803,686,144,0,5,5,3,0,1,15,2,32.1,14,50.2,41.7,53.9,28.0,5562.71,1785.63,58582.12,0.62,17,3.2,53.8,21.9,0.0,1,8,13
305.54,1214,2,131,70,11,0,6,1,5,1,0,0,0,91.5,0,52.0,91.4,48.1,78.1,373.32,341.59,6885.52,0.32,5,6.5,78.2,68.8,0.0,0,1,5
1592.8,4129,2,126,89,27,0,1,1,1,1,0,0,1,96.7,0,79.3,98.1,61.3,75.1,33983.8,32862.33,72101.18,0.42,8,6.4,83.7,91.7,0.0,0,11,5
1018.46,1126,5,20,22,46,0,2,2,5,1,0,0,1,76.4,8,78.6,95.4,82.1,54.9,7596.01,5803.35,129207.28,0.42,20,6.0,62.8,72.5,77.3,1,7,2
334.08,1268,3,698,344,88,0,6,4,4,0,1,4,0,36.4,14,28.0,33.5,23.9,37.8,6023.06,2192.39,117098.69,0.58,28,1.4,17.8,69.5,0.0,1,9,10
30.68,101,5,156,86,57,0,3,2,0,0,0,0,0,62.1,25,69.7,81.7,51.2,50.5,300.45,186.58,1127.61,0.5,25,6.1,86.9,89.7,30.6,1,14,5
176.26,212,3,176,184,249,0,6,5,2,1,1,6,8,31.7,32,49.3,37.1,23.7,39.0,1530.92,485.3,5262.17,0.4,6,2.8,19.0,49.7,0.0,1,12,5
1120.75,3653,2,130,13,2,0,12,3,5,1,1,12,0,63.5,14,79.9,80.7,90.5,37.4,16120.2,10236.33,67820.49,0.65,6,4.9,75.7,82.6,0.0,0,8,13
432.78,882,4,23,28,7,0,0,2,2,0,0,0,0,51.6,35,88.9,91.5,67.2,53.4,20420.0,10536.72,183756.12,0.71,35,5.2,61.8,74.2,37.1,1,3,13
1636.74,3024,0,940,542,227,0,9,1,8,0,1,10,6,59.7,5,51.0,61.5,27.7,35.9,11370.77,6788.35,223975.16,0.78,17,2.8,33.3,34.1,0.0,1,8,1
1107.63,2017,3,1041,615,248,0,11,5,5,1,1,15,7,14.1,26,37.7,48.0,48.6,39.2,32631.77,4601.08,275026.16,0.64,11,2.1,43.0,40.3,0.0,1,5,14
1196.15,3285,3,146,52,29,0,6,1,3,0,0,0,2,61.7,2,80.2,84.7,65.5,56.5,27627.64,17046.25,500339.45,0.34,16,7.3,65.7,78.0,0.0,0,13,5
1033.64,2259,3,482,298,114,0,8,3,7,0,1,3,7,44.5,3,49.8,38.3,46.4,6.4,15090.18,6715.13,139418.01,0.43,16,3.2,18.5,31.1,0.0,1,5,12
1895.57,2028,2,191,724,352,1,5,4,6,0,0,0,6,67.8,13,19.7,16.0,37.3,6.4,4460.9,3024.49,62972.66,0.63,10,2.1,59.8,69.4,0.0,1,14,13
1838.82,5000,1,1132,188,337,0,4,4,2,1,1,1,0,78.1,23,56.2,59.0,26.7,0.7,33077.37,25833.43,574319.88,0.36,15,3.3,56.6,39.5,0.0,1,9,7
1543.73,1401,2,1040,481,269,1,6,4,8,1,1,8,2,87.4,0,49.2,26.7,25.0,12.5,75279.02,65793.86,1086229.18,0.68,11,2.7,10.4,33.6,0.0,1,0,6
1799.92,1667,5,120,69,48,0,0,1,5,1,0,0,2,99.8,0,85.1,86.7,52.8,76.7,27850.19,27794.49,348713.56,0.49,11,7.2,59.3,65.5,83.1,1,13,8
1638.85,3178,3,1180,493,336,0,5,1,6,1,1,5,0,19.9,12,23.6,34.3,48.2,1.1,16117.1,3207.3,286163.24,0.45,10,2.8,32.3,38.2,0.0,1,7,11
990.7,3337,2,306,140,293,1,9,5,4,1,0,0,5,24.0,6,7.0,53.3,30.4,39.8,30049.12,7211.79,511134.72,0.7,6,2.6,29.7,35.2,0.0,1,8,4
1077.65,2512,5,77,75,40,0,1,2,1,1,0,0,2,70.8,18,78.7,64.5,85.2,61.5,16441.61,11640.66,268384.95,0.33,14,6.4,88.3,74.5,85.8,0,11,5
1288.82,1723,2,478,728,70,1,12,2,7,1,1,11,2,10.5,20,31.1,23.5,30.2,33.9,9250.94,971.35,58239.43,0.54,21,2.5,54.6,48.0,0.0,1,12,14
1155.58,2002,5,91,15,25,0,3,3,3,1,0,0,0,58.9,13,57.7,62.1,51.9,66.3,26914.24,15852.49,366834.68,0.72,15,6.4,61.8,61.3,71.0,0,11,4
332.87,1064,2,1089,353,267,1,3,2,5,1,1,12,2,81.9,0,40.0,32.2,47.2,8.4,464.12,380.11,6670.98,0.49,12,3.6,42.0,29.6,0.0,1,9,9
1323.24,4902,3,52,32,30,0,0,1,1,1,0,0,2,99.3,0,46.8,80.1,67.3,42.1,9177.49,9113.25,63796.03,0.47,23,5.8,69.5,75.8,0.0,0,3,2
853.7,2481,2,11,5,43,0,9,4,1,1,0,0,1,58.5,27,84.1,80.8,48.7,62.1,31035.37,18155.69,166947.55,0.54,22,4.2,72.8,76.3,0.0,1,11,7
1691.3,2023,1,675,551,101,0,9,5,5,0,0,0,0,22.4,22,33.6,32.9,52.9,0.4,42417.69,9501.56,793536.1,0.77,10,2.5,44.8,32.4,0.0,1,9,4
287.51,1009,3,1070,393,51,0,10,4,4,1,1,5,6,41.0,4,3.1,44.0,49.9,7.8,4005.15,1642.11,54869.06,0.65,24,2.6,47.3,44.1,0.0,1,2,4
1218.42,678,4,149,86,11,0,2,2,1,1,0,0,1,59.3,22,63.9,98.0,53.6,63.9,23564.35,13973.66,387374.85,0.34,1,6.3,77.5,80.5,63.7,1,6,2
928.21,2022,2,15,28,1,0,2,1,1,1,0,0,0,78.7,26,74.0,88.0,61.8,75.3,34883.35,27453.2,109637.62,0.39,7,6.5,86.7,84.6,0.0,1,7,2
198.0,372,2,221,633,131,1,6,4,3,1,0,0,1,54.3,33,41.1,40.7,53.7,9.4,5065.35,2750.49,24223.17,0.38,19,4.2,13.7,56.9,0.0,1,0,2
67.34,143,3,99,45,47,0,7,2,5,1,0,0,0,80.3,0,75.5,64.6,54.3,70.3,2673.59,2146.89,12436.73,0.76,18,5.1,56.6,85.1,0.0,1,13,13
533.46,1583,1,1073,521,39,0,3,2,7,1,0,0,4,17.9,32,33.0,33.7,13.2,10.5,22347.29,4000.16,205637.9,0.82,31,2.0,28.5,53.6,0.0,1,13,1
1335.79,4855,1,1075,134,385,0,9,3,3,1,0,0,0,69.8,11,44.6,37.5,52.4,35.5,11786.71,8227.12,84411.49,0.52,9,2.8,20.3,49.3,0.0,1,1,8
473.89,680,1,1079,597,165,0,5,5,7,0,1,12,3,56.6,27,43.2,22.4,44.0,17.0,14658.7,8296.82,78934.83,0.73,32,1.6,16.8,41.9,0.0,1,10,1
339.62,740,3,1051,328,251,0,11,2,3,0,0,0,8,37.1,19,14.0,34.9,21.2,20.9,5123.87,1900.96,14743.3,0.45,14,3.0,27.1,55.0,0.0,1,3,11
1247.93,1909,5,40,54,16,0,1,1,0,1,1,3,2,56.0,2,68.5,70.0,89.4,81.8,48853.63,27358.03,304072.46,0.47,2,4.5,83.9,77.3,74.6,0,7,0
1679.49,5000,0,561,189,147,0,8,5,6,0,0,0,8,20.1,32,4.4,53.8,39.0,3.8,32557.95,6544.15,181124.25,0.47,9,2.4,24.3,29.7,0.0,1,6,10
1361.28,1719,3,16,46,26,0,4,2,1,1,0,0,1,95.4,0,77.3,84.9,84.9,57.9,28760.98,27437.97,412067.71,0.71,5,6.4,65.7,78.1,0.0,0,4,13
1216.06,2901,2,81,82,11,0,8,3,0,1,0,0,1,50.9,20,97.0,96.6,87.5,74.0,2994.56,1524.23,27553.91,0.5,21,6.5,94.8,88.3,0.0,0,1,9
108.37,410,4,136,25,27,0,0,2,3,1,0,0,0,89.2,0,70.4,86.1,76.7,81.1,4007.95,3575.09,48860.09,0.55,17,5.2,62.0,72.9,86.4,0,1,10
1973.11,5000,3,1093,212,119,0,8,2,1,0,0,0,4,66.9,36,39.1,27.1,19.1,17.5,72599.37,48568.98,1314812.14,0.75,33,1.7,45.5,52.4,0.0,1,4,1
324.0,805,2,137,56,9,0,4,3,0,1,0,0,1,65.4,17,80.4,83.2,90.1,75.7,4947.1,3235.4,25002.34,0.79,27,4.9,83.5,99.3,0.0,1,0,1
581.18,1446,2,69,4,36,0,5,1,4,1,1,5,0,55.4,29,89.3,97.4,93.1,64.0,28927.36,16025.76,517889.83,0.44,11,4.5,62.2,71.7,0.0,0,3,2
1336.98,751,2,265,502,87,1,6,4,3,1,0,0,6,31.7,36,39.8,58.9,29.9,23.7,58220.5,18455.9,572790.81,0.44,7,3.2,41.3,50.1,0.0,1,2,0
1209.36,1467,2,538,628,91,1,9,3,8,0,0,0,7,10.3,28,13.9,43.8,27.7,28.2,15438.75,1590.19,73516.24,0.51,5,2.9,41.5,51.3,0.0,1,13,7
1544.51,1554,5,55,88,26,0,6,5,5,0,1,8,2,77.7,16,71.7,88.8,87.7,99.6,1496.38,1162.69,23130.49,0.38,11,4.5,90.3,98.6,59.3,1,11,7
1993.52,5000,3,98,16,2,0,1,2,4,1,0,0,1,61.3,11,81.6,75.8,51.0,24.2,95029.95,58253.36,1134955.58,0.62,4,5.9,71.6,95.8,0.0,1,2,10
1467.23,4263,2,659,479,389,1,7,2,1,0,1,7,0,75.1,19,1.9,30.3,26.4,16.1,44619.47,33509.22,417090.32,0.41,7,1.9,28.7,66.2,0.0,1,2,11
645.94,1805,0,105,298,243,0,3,2,7,1,0,0,6,49.6,20,44.3,39.2,36.1,6.5,16867.45,8366.26,207116.56,0.62,16,3.2,56.6,56.7,0.0,1,4,13
152.38,400,0,110,387,61,0,6,1,3,0,0,0,0,68.6,16,29.4,37.1,11.5,34.5,6239.65,4280.4,89593.19,0.51,4,2.8,25.6,49.8,0.0,1,3,8
1820.15,4356,5,122,30,54,0,0,3,0,1,0,0,1,84.9,0,92.9,73.1,64.0,88.1,46573.81,39541.16,850254.65,0.53,7,7.9,69.3,95.2,67.2,1,2,0
896.75,3176,3,26,5,43,0,0,1,5,1,0,0,1,82.6,0,81.3,94.4,60.9,27.8,44312.87,36602.43,488492.49,0.44,16,6.3,93.6,99.7,0.0,0,0,11
1736.48,1958,0,900,142,358,0,4,1,8,1,1,5,0,85.8,0,49.9,61.3,24.5,28.6,17191.8,14750.56,305365.88,0.46,10,3.3,54.6,21.7,0.0,1,14,12
1104.12,3400,0,590,343,131,0,7,5,6,0,0,0,5,22.1,3,56.8,17.3,10.1,16.7,17877.82,3951.0,168999.23,0.57,17,3.0,12.3,67.9,0.0,0,2,12
1004.9,1605,2,18,40,38,0,6,1,1,1,0,0,1,86.4,0,55.7,72.8,83.4,65.6,3144.39,2716.75,44185.17,0.63,17,5.9,73.0,67.1,0.0,0,5,8
1521.15,5000,3,132,271,288,0,7,3,7,0,0,0,5,47.6,26,23.3,34.9,31.4,25.9,68345.45,32532.43,1092361.8,0.58,15,3.1,36.3,52.9,0.0,1,10,8
459.74,1066,5,234,123,51,0,10,3,8,1,1,8,0,99.5,0,93.1,92.5,48.7,84.1,18849.77,18755.52,118381.15,0.53,22,5.0,31.5,69.0,65.1,1,13,10
445.55,627,3,119,82,12,0,6,0,0,1,0,0,0,82.3,0,68.0,88.9,77.2,35.8,9912.31,8157.83,117564.36,0.63,3,6.9,98.2,63.8,0.0,1,7,6
898.51,998,3,159,66,28,0,7,0,5,1,1,14,2,92.7,0,67.7,60.3,53.8,26.6,28791.22,26689.46,501909.44,0.47,11,6.4,59.3,68.0,0.0,0,7,5
1264.53,1564,5,81,5,37,0,5,0,0,1,0,0,1,57.1,24,88.0,74.5,83.5,64.3,55237.83,31540.8,336467.81,0.44,4,6.9,98.2,94.5,73.7,1,14,12
576.33,895,2,83,52,53,0,7,2,8,1,0,0,0,75.7,27,46.9,82.4,77.8,24.6,607.89,460.17,5721.94,0.41,11,4.4,99.9,91.0,0.0,1,14,9
479.28,974,1,315,224,373,0,5,3,7,1,1,2,0,51.4,25,47.4,19.5,28.5,17.0,16356.86,8407.43,46330.86,0.58,21,3.5,25.1,56.9,0.0,1,12,0
15.45,29,3,988,186,366,0,9,2,2,1,1,13,1,65.5,36,14.3,60.5,29.8,3.0,643.96,421.79,3434.86,0.46,18,5.0,27.6,47.6,0.0,1,10,3
45.46,129,1,716,569,63,0,12,5,1,1,0,0,0,57.4,26,40.3,23.1,52.1,17.2,1738.54,997.92,10134.0,0.55,24,3.2,43.8,35.1,0.0,1,10,14
647.03,2244,1,1096,712,228,0,6,3,1,0,0,0,7,29.3,17,42.8,15.7,22.3,35.7,15496.43,4540.45,286206.58,0.76,15,1.7,30.1,69.5,0.0,1,7,13
498.53,1795,0,1014,500,390,0,3,1,5,1,0,0,3,30.8,2,2.5,57.5,45.4,4.0,11077.09,3411.74,123758.88,0.68,6,3.6,49.4,47.6,0.0,1,2,14
732.48,2476,5,95,5,32,0,1,0,4,1,0,0,2,61.8,1,79.6,58.6,90.8,67.5,5413.23,3345.38,104672.5,0.47,18,5.8,80.5,91.5,73.6,1,2,9
1219.26,4600,0,496,669,38,0,6,4,7,1,0,0,3,26.9,29,17.7,51.7,48.2,26.6,23951.0,6442.82,221227.14,0.41,13,3.1,50.8,28.3,0.0,1,2,0
763.33,911,5,108,41,32,0,7,2,1,1,0,0,2,77.9,14,75.8,80.4,89.0,51.8,17402.23,13556.34,62105.91,0.57,8,6.6,97.1,69.2,87.5,0,9,0
1929.11,4583,5,125,36,51,0,6,3,4,0,0,0,1,76.3,4,75.0,77.1,70.2,85.9,25801.77,19686.75,480549.62,0.49,6,6.5,56.9,82.9,96.7,1,6,5
958.96,1583,3,1094,648,38,0,10,2,6,0,1,5,0,33.7,25,39.6,51.5,41.9,27.4,38846.72,13091.34,207600.39,0.74,19,3.1,33.2,25.5,0.0,1,3,1
1847.07,5000,5,1198,721,259,0,2,3,6,1,1,13,2,92.4,0,95.4,69.0,48.5,88.3,38905.08,35948.29,178236.53,0.32,10,4.6,13.7,36.1,74.4,1,3,5
1686.91,1152,3,255,492,110,0,2,4,7,1,1,7,4,67.4,20,33.3,15.1,15.7,6.3,27888.37,18796.76,113494.51,0.7,35,2.8,42.8,28.4,0.0,1,7,14
1736.18,1963,2,827,303,333,1,10,2,6,0,1,2,3,14.5,8,43.3,36.7,32.5,8.0,40300.85,5843.62,508707.41,0.54,5,2.9,24.2,31.2,0.0,1,1,6
1317.62,3710,5,71,81,17,0,7,0,3,1,0,0,2,65.6,33,52.9,72.1,65.8,78.8,14889.02,9767.2,180953.6,0.51,13,6.0,61.7,69.1,49.6,1,1,12
1708.32,5000,0,1045,674,248,0,7,4,5,0,1,9,1,46.6,12,12.8,35.4,23.3,27.9,7840.68,3653.76,119073.6,0.67,8,2.1,50.9,56.1,0.0,1,9,8
1821.31,5000,1,164,387,41,0,10,1,2,1,1,3,5,23.9,16,38.4,56.1,32.5,17.4,29137.71,6963.91,539033.33,0.65,21,1.5,32.9,34.4,0.0,1,12,14
62.61,72,1,856,401,159,0,9,4,5,1,1,11,8,15.3,12,4.7,20.9,36.9,15.9,2876.52,440.11,47206.84,0.62,16,4.6,57.0,47.0,0.0,1,10,13
1335.31,3522,2,46,51,3,0,6,3,1,1,1,2,0,62.3,29,58.1,75.3,66.5,22.4,22425.38,13971.01,143547.4,0.71,16,4.0,92.1,78.7,0.0,0,8,14
1373.9,3400,2,1074,572,373,1,12,1,8,0,0,0,3,61.6,13,27.8,37.4,25.5,22.7,31288.63,19273.8,538479.05,0.33,4,2.9,17.8,56.8,0.0,1,5,5
114.05,365,2,152,35,13,0,3,5,5,1,1,14,2,58.6,2,73.1,87.7,46.7,31.2,1182.33,692.85,10208.79,0.7,4,4.8,86.2,94.5,0.0,1,0,6
576.47,1328,3,393,488,234,0,6,2,8,0,0,0,8,59.7,8,9.2,53.8,54.7,3.7,8595.34,5131.42,96084.29,0.51,25,2.9,22.1,24.6,0.0,1,4,9
143.74,222,4,109,80,38,0,0,3,5,1,1,12,1,98.6,0,81.6,64.6,97.5,55.0,6113.36,6027.77,99505.85,0.73,18,5.9,82.5,71.5,76.0,0,11,13
137.33,116,2,31,45,13,0,6,1,5,1,1,6,2,53.9,20,75.2,73.6,87.9,20.6,4144.87,2234.08,47092.44,0.36,14,6.6,83.0,69.7,0.0,0,9,11
612.82,1189,3,180,5,34,0,2,2,3,1,1,3,1,97.3,0,51.7,82.0,74.2,43.7,4590.72,4466.77,62933.4,0.53,15,5.6,59.6,86.3,0.0,1,12,3
867.49,2489,4,47,5,45,0,9,1,6,1,0,0,1,85.3,0,47.9,62.8,98.0,78.0,40669.57,34691.14,795255.12,0.44,16,5.7,60.2,98.9,69.4,0,9,12
797.51,1846,3,1193,700,379,0,2,5,5,0,0,0,1,63.1,30,91.6,58.6,22.2,16.2,4267.41,2692.74,47608.8,0.39,8,3.7,43.8,59.7,0.0,1,2,5
416.0,881,2,232,533,83,1,9,3,7,0,1,1,0,57.8,1,32.6,31.7,18.1,24.6,5907.84,3414.73,13265.2,0.66,25,1.5,41.9,34.6,0.0,1,7,4
597.08,881,3,54,84,54,0,1,3,2,1,0,0,0,92.3,0,99.6,74.1,69.9,50.8,8377.83,7732.74,43881.16,0.77,35,5.4,75.1,61.5,0.0,1,13,13
1331.0,2862,2,778,148,77,1,5,5,6,0,1,9,1,64.4,26,8.3,32.5,40.7,30.4,25113.12,16172.85,376870.57,0.5,14,2.1,52.8,63.2,0.0,1,13,7
925.42,954,5,20,80,5,0,3,2,5,1,0,0,1,60.0,12,40.3,86.2,98.4,75.9,30076.95,18046.17,113719.38,0.53,23,4.5,89.3,91.0,92.9,1,6,9
1663.35,3851,2,160,22,18,0,3,0,1,1,1,3,0,72.0,31,76.2,68.7,88.3,33.6,37858.64,27258.22,609664.38,0.37,2,5.4,78.2,79.3,0.0,0,8,7
154.75,444,2,63,33,37,0,6,0,5,1,0,0,2,82.7,0,53.2,71.3,55.0,60.8,3787.39,3132.17,28303.39,0.47,20,6.2,79.9,67.5,0.0,1,5,5
1069.22,3949,0,465,277,201,0,4,5,4,1,1,10,5,33.4,21,41.3,25.1,36.2,36.0,47420.35,15838.4,599452.92,0.66,23,2.5,59.1,49.2,0.0,1,11,1
877.86,2760,1,628,373,259,0,9,5,4,1,0,0,3,59.5,26,56.8,62.0,11.1,30.9,21924.08,13044.83,396022.02,0.4,15,3.4,44.3,27.2,0.0,1,2,0
184.77,183,5,159,90,56,0,2,0,0,0,1,12,2,58.0,27,54.6,68.6,87.9,73.1,1889.93,1096.16,26475.65,0.53,21,6.7,84.2,95.4,75.0,0,6,10
668.01,1763,2,1137,677,133,1,7,1,8,0,1,2,4,46.0,25,55.4,58.0,22.8,13.5,32329.45,14871.55,644388.8,0.48,8,2.2,22.5,24.3,0.0,1,5,9
773.4,2783,2,190,385,152,1,2,1,6,0,1,15,3,56.9,9,51.6,42.6,17.3,26.0,6783.42,3859.77,116568.81,0.72,27,2.1,42.8,25.7,0.0,1,2,4
1189.04,3464,4,95,35,1,0,4,1,5,1,1,3,0,65.2,34,79.9,58.4,61.1,63.8,43262.06,28206.86,456905.36,0.37,2,4.1,92.8,60.7,73.2,1,11,2
1080.05,2837,2,129,9,39,0,6,0,5,1,1,5,0,77.5,29,52.6,72.6,66.9,63.5,51740.44,40098.84,676574.12,0.39,10,5.1,81.4,74.4,0.0,0,13,2
373.64,1184,3,730,561,222,0,8,4,6,0,0,0,8,69.3,18,58.2,15.3,17.0,7.6,9574.86,6635.38,74730.61,0.51,10,1.9,26.9,62.5,0.0,1,1,9
105.34,70,3,388,716,299,0,10,1,6,1,0,0,0,63.4,29,25.0,61.0,16.3,21.8,2358.06,1495.01,10721.48,0.81,21,4.0,31.7,25.3,0.0,1,9,1
1069.78,2380,4,74,88,6,0,3,2,2,1,1,8,0,86.2,0,65.7,65.1,70.4,62.0,8694.4,7494.57,110738.62,0.43,9,7.0,97.8,65.6,93.0,0,0,12
1465.0,3786,3,165,79,12,0,0,1,4,1,0,0,2,51.6,29,90.5,78.5,70.5,49.6,30872.31,15930.11,560563.23,0.69,7,4.8,75.6,82.9,0.0,1,4,6
955.42,926,2,51,70,50,0,0,3,5,1,0,0,1,94.2,0,73.9,97.9,78.8,24.8,1667.81,1571.08,29092.47,0.64,26,5.2,80.3,90.5,0.0,0,8,8
727.63,1755,4,108,63,53,0,5,1,3,1,1,5,1,55.0,8,52.5,84.4,55.7,57.6,5938.72,3266.3,67343.47,0.68,34,5.4,59.2,79.3,36.0,1,12,6
679.56,1443,3,27,82,31,0,9,4,2,1,1,13,0,65.5,19,85.4,97.8,100.0,23.4,12771.92,8365.61,106049.36,0.39,16,5.2,72.8,71.9,0.0,1,10,12
1896.29,5000,5,159,25,14,0,7,2,2,1,0,0,0,71.4,6,86.9,79.6,97.9,92.4,36792.48,26269.83,444680.13,0.55,25,6.3,70.2,98.2,80.9,1,5,8
437.71,1361,1,122,557,128,0,4,4,7,1,1,14,1,50.3,28,51.1,36.3,25.6,23.5,14346.2,7216.14,233464.59,0.71,32,2.9,34.4,22.1,0.0,1,10,4
1629.76,5000,0,890,388,292,0,5,2,8,0,1,3,4,61.7,21,26.3,40.0,51.7,19.2,42888.97,26462.49,388907.41,0.56,9,3.3,36.7,63.4,0.0,1,14,12
1445.85,1660,3,393,471,251,0,4,4,4,0,1,13,2,66.8,27,29.3,38.7,54.8,34.0,61431.87,41036.49,1061520.35,0.66,22,2.6,36.5,47.8,0.0,1,4,8
1396.25,2717,2,820,206,147,1,2,5,1,0,1,7,2,61.9,2,36.7,41.9,42.6,12.3,28494.54,17638.12,305988.63,0.52,4,2.8,31.7,25.0,0.0,1,4,9
876.98,1515,0,905,422,146,0,3,3,8,0,1,10,5,13.7,25,39.5,34.6,11.3,7.2,40101.45,5493.9,556547.05,0.65,18,1.9,12.4,49.5,0.0,1,13,8
1437.89,2680,3,52,45,40,0,1,2,2,1,0,0,2,98.1,0,61.1,71.6,95.4,64.9,42686.19,41875.15,580834.24,0.29,11,7.4,69.6,68.5,0.0,1,8,2
848.86,2101,3,63,88,30,0,5,3,1,1,0,0,0,85.2,0,95.7,56.4,88.2,78.9,36208.95,30850.03,465758.17,0.28,4,6.2,91.5,83.4,0.0,0,13,2
1648.5,5000,4,43,2,41,0,3,3,4,1,0,0,0,79.7,28,53.9,60.6,92.7,60.0,80210.12,63927.47,514700.53,0.44,16,7.1,91.2,76.1,94.1,0,14,3
694.39,1802,4,172,51,21,0,8,3,2,1,0,0,2,97.3,0,88.2,98.9,58.0,77.8,9208.75,8960.11,110251.92,0.42,11,7.1,80.3,83.4,75.6,0,8,3
207.8,341,2,105,18,48,0,7,2,4,1,0,0,2,55.0,9,67.3,90.1,65.5,54.9,6787.39,3733.06,125461.15,0.54,11,6.0,82.8,73.2,0.0,0,8,7
1657.43,1951,3,1122,272,318,0,10,3,6,0,1,1,8,56.6,16,13.4,15.8,17.5,4.8,51578.58,29193.48,781166.12,0.62,16,3.2,19.8,60.0,0.0,1,14,10
1360.1,4557,1,496,524,31,0,4,4,7,1,0,0,5,65.2,28,39.3,52.0,17.6,22.2,61123.11,39852.27,385254.02,0.6,12,1.9,22.5,59.9,0.0,1,1,4
524.7,1493,5,158,23,44,0,3,1,1,1,0,0,0,52.1,1,62.5,94.9,79.7,88.7,20838.95,10857.09,84736.24,0.57,13,4.9,74.3,72.9,84.1,0,5,0
452.68,227,3,90,46,11,0,7,1,7,1,1,5,2,62.8,20,66.7,98.9,69.8,30.8,11802.83,7412.18,208564.77,0.37,7,5.4,94.6,76.3,0.0,1,11,11
1300.1,3418,4,167,25,35,0,3,1,3,0,1,13,2,64.1,18,43.5,86.0,79.3,89.5,21819.95,13986.59,278859.92,0.52,4,5.7,86.7,98.6,85.6,0,4,3
492.22,1123,1,401,648,352,0,4,3,4,1,1,7,0,56.5,34,88.6,59.9,43.6,6.4,8080.72,4565.61,82409.04,0.53,12,3.7,30.9,31.9,0.0,1,12,7
1682.27,5000,2,943,109,387,1,6,1,1,1,0,0,6,17.0,16,0.1,55.4,22.8,17.1,38905.33,6613.91,355516.49,0.41,8,1.7,53.1,49.7,0.0,1,9,0
1834.84,1568,5,130,71,9,0,5,3,4,1,0,0,0,71.5,20,53.5,94.9,84.0,82.7,41674.23,29797.07,812820.3,0.52,19,5.6,92.5,63.7,61.9,0,3,5
590.73,1443,2,39,13,46,0,7,3,2,1,0,0,0,90.7,0,40.8,70.8,78.6,27.4,6416.41,5819.68,46673.68,0.57,8,6.0,86.3,74.4,0.0,1,11,12
1778.77,5000,1,154,259,88,0,2,1,4,0,1,15,6,38.4,16,44.5,45.3,42.6,3.0,72197.65,27723.9,1235517.77,0.44,21,2.6,44.4,59.4,0.0,1,8,11
846.18,2977,2,904,560,132,1,6,3,4,1,0,0,7,20.3,33,46.9,32.7,18.7,11.8,22525.49,4572.67,307707.8,0.49,18,3.2,22.9,46.2,0.0,1,13,0
1963.46,5000,4,128,80,14,0,12,1,4,0,1,10,0,78.8,14,73.4,91.4,67.4,59.1,85168.87,67113.07,362786.24,0.65,30,4.5,96.6,84.4,72.9,1,9,14
1443.82,2466,3,161,22,2,0,0,0,5,0,0,0,0,52.8,32,79.8,84.3,57.0,46.4,18050.09,9530.45,250377.44,0.54,13,5.6,89.2,95.5,0.0,0,1,12
802.7,2089,0,356,250,84,0,11,1,1,1,0,0,1,62.3,34,42.6,47.1,37.4,6.4,9512.64,5926.37,136230.82,0.5,2,2.9,29.7,40.9,0.0,1,14,10
1594.47,4579,2,131,585,328,0,10,3,2,1,1,8,8,66.3,28,5.8,50.9,40.6,27.4,36078.19,23919.84,677354.22,0.42,2,2.6,41.0,57.5,0.0,1,9,11
1635.19,3724,3,467,506,201,0,8,3,4,1,1,14,2,64.4,13,42.2,41.5,35.8,30.6,9761.66,6286.51,66004.04,0.56,24,4.2,27.9,49.3,0.0,1,0,3
274.08,981,2,541,380,238,1,12,4,7,0,1,3,2,72.9,24,27.5,36.2,20.8,15.4,8132.56,5928.64,75130.1,0.42,3,3.1,14.2,31.3,0.0,1,0,9
919.4,1421,3,28,11,8,0,3,0,2,1,0,0,0,79.1,13,41.0,63.9,49.5,41.8,2462.06,1947.49,10086.08,0.41,16,6.0,69.6,91.0,0.0,1,5,2
1208.82,3619,2,109,591,356,0,2,4,7,1,0,0,8,60.3,25,16.8,53.2,40.4,32.8,36271.51,21871.72,439655.7,0.81,16,3.1,39.4,63.6,0.0,1,2,1
942.91,698,2,846,261,171,1,6,5,2,0,1,11,7,38.5,1,32.8,17.5,39.2,0.6,20609.14,7934.52,188159.26,0.62,6,3.0,16.1,29.2,0.0,1,11,4
1089.33,3661,2,833,299,123,1,8,1,2,1,0,0,2,57.6,5,48.6,69.8,49.8,13.5,7744.89,4461.06,116288.05,0.47,10,3.4,17.5,59.2,0.0,1,8,12
1680.62,3938,0,501,540,86,0,2,2,5,0,1,3,7,21.7,27,10.7,23.7,15.0,30.2,63198.3,13714.03,518031.43,0.42,3,3.2,43.7,24.4,0.0,1,8,2
1496.85,3417,3,177,17,28,0,8,1,4,1,0,0,0,88.4,0,47.7,82.1,94.9,35.0,36945.92,32660.19,353378.23,0.37,2,5.8,64.2,97.1,0.0,1,7,9
992.71,3700,1,660,536,355,0,7,3,2,0,1,8,1,61.8,29,12.0,24.7,46.1,14.4,35393.72,21873.32,134175.09,0.71,34,3.0,36.7,45.8,0.0,1,11,14
